in s,C1 in V
-6.77009E+00,-1.782E+00
-6.76996E+00,-1.753E+00
-6.76983E+00,-1.733E+00
-6.76970E+00,-1.782E+00
-6.76957E+00,-1.792E+00
-6.76944E+00,-1.812E+00
-6.76930E+00,-1.812E+00
-6.76917E+00,-1.763E+00
-6.76904E+00,-1.733E+00
-6.76891E+00,-1.792E+00
-6.76878E+00,-1.782E+00
-6.76865E+00,-1.792E+00
-6.76852E+00,-1.782E+00
-6.76839E+00,-1.763E+00
-6.76826E+00,-1.792E+00
-6.76813E+00,-1.792E+00
-6.76799E+00,-1.792E+00
-6.76786E+00,-1.772E+00
-6.76773E+00,-1.763E+00
-6.76760E+00,-1.812E+00
-6.76747E+00,-1.792E+00
-6.76734E+00,-1.792E+00
-6.76721E+00,-1.792E+00
-6.76708E+00,-1.812E+00
-6.76695E+00,-1.812E+00
-6.76682E+00,-1.792E+00
-6.76668E+00,-1.763E+00
-6.76655E+00,-1.763E+00
-6.76642E+00,-1.792E+00
-6.76629E+00,-1.792E+00
-6.76616E+00,-1.763E+00
-6.76603E+00,-1.802E+00
-6.76590E+00,-1.753E+00
-6.76577E+00,-1.802E+00
-6.76564E+00,-1.782E+00
-6.76550E+00,-1.782E+00
-6.76537E+00,-1.802E+00
-6.76524E+00,-1.802E+00
-6.76511E+00,-1.772E+00
-6.76498E+00,-1.812E+00
-6.76485E+00,-1.792E+00
-6.76472E+00,-1.792E+00
-6.76459E+00,-1.792E+00
-6.76446E+00,-1.792E+00
-6.76433E+00,-1.792E+00
-6.76419E+00,-1.821E+00
-6.76406E+00,-1.792E+00
-6.76393E+00,-1.821E+00
-6.76380E+00,-1.792E+00
-6.76367E+00,-1.792E+00
-6.76354E+00,-1.821E+00
-6.76341E+00,-1.792E+00
-6.76328E+00,-1.792E+00
-6.76315E+00,-1.821E+00
-6.76301E+00,-1.812E+00
-6.76288E+00,-1.841E+00
-6.76275E+00,-1.860E+00
-6.76262E+00,-1.860E+00
-6.76249E+00,-1.831E+00
-6.76236E+00,-1.831E+00
-6.76223E+00,-1.821E+00
-6.76210E+00,-1.821E+00
-6.76197E+00,-1.802E+00
-6.76184E+00,-1.792E+00
-6.76170E+00,-1.792E+00
-6.76157E+00,-1.792E+00
-6.76144E+00,-1.821E+00
-6.76131E+00,-1.831E+00
-6.76118E+00,-1.821E+00
-6.76105E+00,-1.860E+00
-6.76092E+00,-1.841E+00
-6.76079E+00,-1.821E+00
-6.76066E+00,-1.792E+00
-6.76053E+00,-1.812E+00
-6.76039E+00,-1.870E+00
-6.76026E+00,-1.851E+00
-6.76013E+00,-1.802E+00
-6.76000E+00,-1.831E+00
-6.75987E+00,-1.870E+00
-6.75974E+00,-1.821E+00
-6.75961E+00,-1.821E+00
-6.75948E+00,-1.851E+00
-6.75935E+00,-1.831E+00
-6.75921E+00,-1.812E+00
-6.75908E+00,-1.831E+00
-6.75895E+00,-1.831E+00
-6.75882E+00,-1.831E+00
-6.75869E+00,-1.831E+00
-6.75856E+00,-1.831E+00
-6.75843E+00,-1.841E+00
-6.75830E+00,-1.821E+00
-6.75817E+00,-1.841E+00
-6.75804E+00,-1.870E+00
-6.75790E+00,-1.851E+00
-6.75777E+00,-1.851E+00
-6.75764E+00,-1.860E+00
-6.75751E+00,-1.860E+00
-6.75738E+00,-1.841E+00
-6.75725E+00,-1.841E+00
-6.75712E+00,-1.841E+00
-6.75699E+00,-1.860E+00
-6.75686E+00,-1.841E+00
-6.75673E+00,-1.860E+00
-6.75659E+00,-1.841E+00
-6.75646E+00,-1.899E+00
-6.75633E+00,-1.860E+00
-6.75620E+00,-1.870E+00
-6.75607E+00,-1.860E+00
-6.75594E+00,-1.841E+00
-6.75581E+00,-1.831E+00
-6.75568E+00,-1.841E+00
-6.75555E+00,-1.880E+00
-6.75541E+00,-1.860E+00
-6.75528E+00,-1.870E+00
-6.75515E+00,-1.870E+00
-6.75502E+00,-1.841E+00
-6.75489E+00,-1.870E+00
-6.75476E+00,-1.860E+00
-6.75463E+00,-1.860E+00
-6.75450E+00,-1.841E+00
-6.75437E+00,-1.860E+00
-6.75424E+00,-1.821E+00
-6.75410E+00,-1.890E+00
-6.75397E+00,-1.860E+00
-6.75384E+00,-1.841E+00
-6.75371E+00,-1.841E+00
-6.75358E+00,-1.841E+00
-6.75345E+00,-1.870E+00
-6.75332E+00,-1.860E+00
-6.75319E+00,-1.870E+00
-6.75306E+00,-1.860E+00
-6.75292E+00,-1.890E+00
-6.75279E+00,-1.860E+00
-6.75266E+00,-1.851E+00
-6.75253E+00,-1.870E+00
-6.75240E+00,-1.870E+00
-6.75227E+00,-1.870E+00
-6.75214E+00,-1.899E+00
-6.75201E+00,-1.841E+00
-6.75188E+00,-1.870E+00
-6.75175E+00,-1.851E+00
-6.75161E+00,-1.880E+00
-6.75148E+00,-1.890E+00
-6.75135E+00,-1.890E+00
-6.75122E+00,-1.880E+00
-6.75109E+00,-1.870E+00
-6.75096E+00,-1.870E+00
-6.75083E+00,-1.870E+00
-6.75070E+00,-1.899E+00
-6.75057E+00,-1.880E+00
-6.75044E+00,-1.890E+00
-6.75030E+00,-1.860E+00
-6.75017E+00,-1.870E+00
-6.75004E+00,-1.880E+00
-6.74991E+00,-1.880E+00
-6.74978E+00,-1.860E+00
-6.74965E+00,-1.880E+00
-6.74952E+00,-1.870E+00
-6.74939E+00,-1.851E+00
-6.74926E+00,-1.899E+00
-6.74912E+00,-1.899E+00
-6.74899E+00,-1.880E+00
-6.74886E+00,-1.899E+00
-6.74873E+00,-1.870E+00
-6.74860E+00,-1.890E+00
-6.74847E+00,-1.880E+00
-6.74834E+00,-1.870E+00
-6.74821E+00,-1.899E+00
-6.74808E+00,-1.860E+00
-6.74795E+00,-1.880E+00
-6.74781E+00,-1.880E+00
-6.74768E+00,-1.899E+00
-6.74755E+00,-1.899E+00
-6.74742E+00,-1.899E+00
-6.74729E+00,-1.880E+00
-6.74716E+00,-1.899E+00
-6.74703E+00,-1.899E+00
-6.74690E+00,-1.919E+00
-6.74677E+00,-1.899E+00
-6.74663E+00,-1.919E+00
-6.74650E+00,-1.899E+00
-6.74637E+00,-1.899E+00
-6.74624E+00,-1.899E+00
-6.74611E+00,-1.890E+00
-6.74598E+00,-1.880E+00
-6.74585E+00,-1.899E+00
-6.74572E+00,-1.899E+00
-6.74559E+00,-1.899E+00
-6.74546E+00,-1.919E+00
-6.74532E+00,-1.899E+00
-6.74519E+00,-1.880E+00
-6.74506E+00,-1.899E+00
-6.74493E+00,-1.880E+00
-6.74480E+00,-1.899E+00
-6.74467E+00,-1.890E+00
-6.74454E+00,-1.899E+00
-6.74441E+00,-1.880E+00
-6.74428E+00,-1.919E+00
-6.74415E+00,-1.890E+00
-6.74401E+00,-1.890E+00
-6.74388E+00,-1.880E+00
-6.74375E+00,-1.919E+00
-6.74362E+00,-1.909E+00
-6.74349E+00,-1.919E+00
-6.74336E+00,-1.929E+00
-6.74323E+00,-1.909E+00
-6.74310E+00,-1.938E+00
-6.74297E+00,-1.899E+00
-6.74283E+00,-1.929E+00
-6.74270E+00,-1.909E+00
-6.74257E+00,-1.938E+00
-6.74244E+00,-1.929E+00
-6.74231E+00,-1.909E+00
-6.74218E+00,-1.938E+00
-6.74205E+00,-1.919E+00
-6.74192E+00,-1.948E+00
-6.74179E+00,-1.929E+00
-6.74166E+00,-1.938E+00
-6.74152E+00,-1.899E+00
-6.74139E+00,-1.919E+00
-6.74126E+00,-1.870E+00
-6.74113E+00,-1.948E+00
-6.74100E+00,-1.929E+00
-6.74087E+00,-1.899E+00
-6.74074E+00,-1.929E+00
-6.74061E+00,-1.929E+00
-6.74048E+00,-1.919E+00
-6.74035E+00,-1.948E+00
-6.74021E+00,-1.909E+00
-6.74008E+00,-1.929E+00
-6.73995E+00,-1.919E+00
-6.73982E+00,-1.948E+00
-6.73969E+00,-1.958E+00
-6.73956E+00,-1.919E+00
-6.73943E+00,-1.899E+00
-6.73930E+00,-1.938E+00
-6.73917E+00,-1.938E+00
-6.73903E+00,-1.899E+00
-6.73890E+00,-1.899E+00
-6.73877E+00,-1.929E+00
-6.73864E+00,-1.958E+00
-6.73851E+00,-1.958E+00
-6.73838E+00,-1.909E+00
-6.73825E+00,-1.948E+00
-6.73812E+00,-1.919E+00
-6.73799E+00,-1.958E+00
-6.73786E+00,-1.929E+00
-6.73772E+00,-1.968E+00
-6.73759E+00,-1.938E+00
-6.73746E+00,-1.958E+00
-6.73733E+00,-1.938E+00
-6.73720E+00,-1.938E+00
-6.73707E+00,-1.938E+00
-6.73694E+00,-1.978E+00
-6.73681E+00,-1.899E+00
-6.73668E+00,-1.968E+00
-6.73654E+00,-1.968E+00
-6.73641E+00,-1.958E+00
-6.73628E+00,-1.929E+00
-6.73615E+00,-1.938E+00
-6.73602E+00,-1.968E+00
-6.73589E+00,-1.968E+00
-6.73576E+00,-1.948E+00
-6.73563E+00,-1.938E+00
-6.73550E+00,-1.938E+00
-6.73537E+00,-1.968E+00
-6.73523E+00,-1.958E+00
-6.73510E+00,-1.938E+00
-6.73497E+00,-1.968E+00
