in s,C1 in V
-6.20795E+00,-1.382E+00
-6.20783E+00,-1.431E+00
-6.20771E+00,-1.460E+00
-6.20759E+00,-1.431E+00
-6.20747E+00,-1.411E+00
-6.20734E+00,-1.460E+00
-6.20722E+00,-1.460E+00
-6.20710E+00,-1.411E+00
-6.20698E+00,-1.431E+00
-6.20686E+00,-1.450E+00
-6.20674E+00,-1.440E+00
-6.20662E+00,-1.460E+00
-6.20650E+00,-1.440E+00
-6.20638E+00,-1.450E+00
-6.20626E+00,-1.470E+00
-6.20614E+00,-1.470E+00
-6.20601E+00,-1.460E+00
-6.20589E+00,-1.460E+00
-6.20577E+00,-1.470E+00
-6.20565E+00,-1.499E+00
-6.20553E+00,-1.479E+00
-6.20541E+00,-1.499E+00
-6.20529E+00,-1.479E+00
-6.20517E+00,-1.499E+00
-6.20505E+00,-1.499E+00
-6.20493E+00,-1.470E+00
-6.20480E+00,-1.479E+00
-6.20468E+00,-1.460E+00
-6.20456E+00,-1.470E+00
-6.20444E+00,-1.509E+00
-6.20432E+00,-1.479E+00
-6.20420E+00,-1.509E+00
-6.20408E+00,-1.509E+00
-6.20396E+00,-1.528E+00
-6.20384E+00,-1.528E+00
-6.20372E+00,-1.538E+00
-6.20359E+00,-1.509E+00
-6.20347E+00,-1.509E+00
-6.20335E+00,-1.519E+00
-6.20323E+00,-1.528E+00
-6.20311E+00,-1.548E+00
-6.20299E+00,-1.509E+00
-6.20287E+00,-1.528E+00
-6.20275E+00,-1.567E+00
-6.20263E+00,-1.548E+00
-6.20251E+00,-1.548E+00
-6.20239E+00,-1.548E+00
-6.20226E+00,-1.538E+00
-6.20214E+00,-1.548E+00
-6.20202E+00,-1.567E+00
-6.20190E+00,-1.577E+00
-6.20178E+00,-1.577E+00
-6.20166E+00,-1.577E+00
-6.20154E+00,-1.577E+00
-6.20142E+00,-1.577E+00
-6.20130E+00,-1.587E+00
-6.20118E+00,-1.548E+00
-6.20105E+00,-1.567E+00
-6.20093E+00,-1.577E+00
-6.20081E+00,-1.606E+00
-6.20069E+00,-1.587E+00
-6.20057E+00,-1.577E+00
-6.20045E+00,-1.577E+00
-6.20033E+00,-1.597E+00
-6.20021E+00,-1.597E+00
-6.20009E+00,-1.606E+00
-6.19997E+00,-1.616E+00
-6.19985E+00,-1.616E+00
-6.19972E+00,-1.626E+00
-6.19960E+00,-1.636E+00
-6.19948E+00,-1.626E+00
-6.19936E+00,-1.606E+00
-6.19924E+00,-1.636E+00
-6.19912E+00,-1.636E+00
-6.19900E+00,-1.646E+00
-6.19888E+00,-1.646E+00
-6.19876E+00,-1.665E+00
-6.19864E+00,-1.646E+00
-6.19851E+00,-1.665E+00
-6.19839E+00,-1.675E+00
-6.19827E+00,-1.616E+00
-6.19815E+00,-1.685E+00
-6.19803E+00,-1.655E+00
-6.19791E+00,-1.685E+00
-6.19779E+00,-1.655E+00
-6.19767E+00,-1.655E+00
-6.19755E+00,-1.685E+00
-6.19743E+00,-1.685E+00
-6.19730E+00,-1.685E+00
-6.19718E+00,-1.675E+00
-6.19706E+00,-1.714E+00
-6.19694E+00,-1.685E+00
-6.19682E+00,-1.733E+00
-6.19670E+00,-1.704E+00
-6.19658E+00,-1.714E+00
-6.19646E+00,-1.694E+00
-6.19634E+00,-1.714E+00
-6.19622E+00,-1.714E+00
-6.19610E+00,-1.724E+00
-6.19597E+00,-1.714E+00
-6.19585E+00,-1.685E+00
-6.19573E+00,-1.714E+00
-6.19561E+00,-1.675E+00
-6.19549E+00,-1.704E+00
-6.19537E+00,-1.704E+00
-6.19525E+00,-1.724E+00
-6.19513E+00,-1.694E+00
-6.19501E+00,-1.753E+00
-6.19489E+00,-1.733E+00
-6.19476E+00,-1.724E+00
-6.19464E+00,-1.733E+00
-6.19452E+00,-1.753E+00
-6.19440E+00,-1.763E+00
-6.19428E+00,-1.753E+00
-6.19416E+00,-1.724E+00
-6.19404E+00,-1.753E+00
-6.19392E+00,-1.782E+00
-6.19380E+00,-1.733E+00
-6.19368E+00,-1.743E+00
-6.19356E+00,-1.772E+00
-6.19343E+00,-1.753E+00
-6.19331E+00,-1.743E+00
-6.19319E+00,-1.772E+00
-6.19307E+00,-1.772E+00
-6.19295E+00,-1.772E+00
-6.19283E+00,-1.782E+00
-6.19271E+00,-1.782E+00
-6.19259E+00,-1.782E+00
-6.19247E+00,-1.821E+00
-6.19235E+00,-1.772E+00
-6.19222E+00,-1.753E+00
-6.19210E+00,-1.772E+00
-6.19198E+00,-1.763E+00
-6.19186E+00,-1.821E+00
-6.19174E+00,-1.772E+00
-6.19162E+00,-1.782E+00
-6.19150E+00,-1.802E+00
