time	V(x_t)	V(y)
0.000000000000000e+000	-2.500000e+000	-1.312651e-002
9.999919999999900e-001	-2.500000e+000	-1.312651e-002
9.999999999999574e-001	-2.500000e+000	-1.312651e-002
1.000000000000000e+000	-2.500000e+000	-1.312651e-002
1.000000000000085e+000	-2.500000e+000	-1.312651e-002
1.000000000000256e+000	-2.499999e+000	-1.312651e-002
1.000000000000597e+000	-2.499997e+000	-1.312650e-002
1.000000000001279e+000	-2.499994e+000	-1.312650e-002
1.000000000002643e+000	-2.499987e+000	-1.312650e-002
1.000000000005372e+000	-2.499973e+000	-1.312650e-002
1.000000000010829e+000	-2.499946e+000	-1.312650e-002
1.000000000021743e+000	-2.499891e+000	-1.312651e-002
1.000000000043571e+000	-2.499782e+000	-1.312651e-002
1.000000000087226e+000	-2.499564e+000	-1.312652e-002
1.000000000174538e+000	-2.499127e+000	-1.312655e-002
1.000000000349161e+000	-2.498254e+000	-1.312658e-002
1.000000000698407e+000	-2.496508e+000	-1.312659e-002
1.000000001396899e+000	-2.493016e+000	-1.312659e-002
1.000000002793883e+000	-2.486031e+000	-1.312659e-002
1.000000005587850e+000	-2.472061e+000	-1.312659e-002
1.000000011175786e+000	-2.444121e+000	-1.312658e-002
1.000000017282215e+000	-2.413589e+000	-1.312658e-002
1.000000024334099e+000	-2.378330e+000	-1.312657e-002
1.000000032840065e+000	-2.335800e+000	-1.312657e-002
1.000000045024210e+000	-2.274879e+000	-1.312655e-002
1.000000061616997e+000	-2.191915e+000	-1.312654e-002
1.000000086537912e+000	-2.067310e+000	-1.312653e-002
1.000000117635436e+000	-1.911823e+000	-1.312651e-002
1.000000155971709e+000	-1.720141e+000	-1.312649e-002
1.000000204595091e+000	-1.477025e+000	-1.312648e-002
1.000000270150260e+000	-1.149249e+000	-1.312646e-002
1.000000337172992e+000	-8.141350e-001	-1.312646e-002
1.000000414348172e+000	-4.282591e-001	-1.312645e-002
1.000000512998617e+000	6.499308e-002	-1.312643e-002
1.000000624634999e+000	6.231750e-001	-1.312642e-002
1.000000799275957e+000	1.496380e+000	-1.312641e-002
1.000001000000000e+000	2.500000e+000	-1.312642e-002
1.000001020072404e+000	2.500000e+000	-1.312643e-002
1.000001060217213e+000	2.500000e+000	-1.312644e-002
1.000001140506830e+000	2.500000e+000	-1.312646e-002
1.000001227233505e+000	2.500000e+000	-1.312648e-002
1.000001341464165e+000	2.500000e+000	-1.312650e-002
1.000001483971320e+000	2.500000e+000	-1.312650e-002
1.000001759214641e+000	2.500000e+000	-1.312650e-002
1.000002217578273e+000	2.500000e+000	-1.312650e-002
1.000003026662555e+000	2.500000e+000	-1.312650e-002
1.000003917968408e+000	2.500000e+000	-1.312650e-002
1.000005273223330e+000	2.500000e+000	-1.312651e-002
1.000005483866150e+000	2.500000e+000	-1.312651e-002
1.000005905151791e+000	2.500000e+000	-1.312651e-002
1.000006093763262e+000	2.500000e+000	-1.312651e-002
1.000006206608533e+000	2.500000e+000	-1.312651e-002
1.000006292845736e+000	2.500000e+000	-1.312651e-002
1.000006386575392e+000	2.500000e+000	-1.312651e-002
1.000006452021548e+000	2.500000e+000	-1.312651e-002
1.000006518799992e+000	2.500000e+000	-1.312652e-002
1.000006597100620e+000	2.500000e+000	-1.312652e-002
1.000006679898284e+000	2.500000e+000	-1.312653e-002
1.000006772264829e+000	2.500000e+000	-1.312654e-002
1.000006876009214e+000	2.500000e+000	-1.312655e-002
1.000006997559219e+000	2.500000e+000	-1.312656e-002
1.000007164996331e+000	2.500000e+000	-1.312657e-002
1.000007339323642e+000	2.500000e+000	-1.312657e-002
1.000007498032772e+000	2.500000e+000	-1.312657e-002
1.000007693408842e+000	2.500000e+000	-1.312656e-002
1.000007950746806e+000	2.500000e+000	-1.312654e-002
1.000008258133602e+000	2.500000e+000	-1.312653e-002
1.000008596504304e+000	2.500000e+000	-1.312652e-002
1.000008903883222e+000	2.500000e+000	-1.312651e-002
1.000009256243812e+000	2.500000e+000	-1.312651e-002
1.000009670891133e+000	2.500000e+000	-1.312651e-002
1.000010253886726e+000	2.500000e+000	-1.312651e-002
1.000010942049522e+000	2.500000e+000	-1.312651e-002
1.000011888418446e+000	2.500000e+000	-1.312651e-002
1.002922856813917e+000	2.500000e+000	-1.311839e-002
1.005833825209389e+000	2.500000e+000	-1.309530e-002
1.008744793604860e+000	2.500000e+000	-1.305723e-002
1.011655762000332e+000	2.500000e+000	-1.300419e-002
1.014566730395803e+000	2.500000e+000	-1.293617e-002
1.017477698791275e+000	2.500000e+000	-1.285318e-002
1.020388667186746e+000	2.500000e+000	-1.275522e-002
1.040766400792889e+000	2.500000e+000	-1.176410e-002
1.070063275792889e+000	2.500000e+000	-9.547004e-003
1.099360150792889e+000	2.500000e+000	-6.491137e-003
1.128657025792889e+000	2.500000e+000	-2.703316e-003
1.157953900792889e+000	2.500000e+000	1.600045e-003
1.187250775792889e+000	2.500000e+000	6.191029e-003
1.216547650792889e+000	2.500000e+000	1.084139e-002
1.245844525792889e+000	2.500000e+000	1.533309e-002
