time	V(x_t)	V(y)
0.000000000000000e+000	0.000000e+000	-1.421312e-018
2.211891008598071e-003	1.737363e-002	-4.433774e-008
4.423782017196142e-003	3.474449e-002	-3.058317e-009
6.635673025794214e-003	5.211257e-002	1.238383e-007
8.847564034392285e-003	6.947787e-002	3.363520e-007
1.105945504299036e-002	8.684039e-002	6.344830e-007
1.327134605158843e-002	1.042001e-001	1.018231e-006
1.548323706018649e-002	1.215571e-001	1.487596e-006
1.940567307226870e-002	1.523174e-001	2.899752e-006
2.438865938700290e-002	1.913607e-001	5.683090e-006
3.069459476640465e-002	2.407013e-001	1.114716e-005
3.877056078518339e-002	3.037509e-001	2.199799e-005
4.914577339300745e-002	3.844583e-001	4.360786e-005
6.267640515526816e-002	4.890846e-001	8.727985e-005
8.057514607480007e-002	6.260990e-001	1.768068e-004
1.049696734085092e-001	8.095682e-001	3.615126e-004
1.342665484085092e-001	1.023533e+000	6.794623e-004
1.635634234085092e-001	1.228833e+000	1.107396e-003
1.928602984085092e-001	1.423732e+000	1.647487e-003
2.221571734085092e-001	1.606578e+000	2.291163e-003
2.514540484085093e-001	1.775824e+000	3.025106e-003
2.807509234085093e-001	1.930037e+000	3.832669e-003
3.100477984085093e-001	2.067912e+000	4.695103e-003
3.393446734085093e-001	2.188282e+000	5.592583e-003
3.686415484085093e-001	2.290128e+000	6.505054e-003
3.979384234085093e-001	2.372588e+000	7.412900e-003
4.272352984085093e-001	2.434963e+000	8.297458e-003
4.565321734085093e-001	2.476726e+000	9.141406e-003
4.858290484085093e-001	2.497523e+000	9.929024e-003
5.151259234085093e-001	2.497178e+000	1.064637e-002
5.444227984085093e-001	2.475694e+000	1.128136e-002
5.737196734085093e-001	2.433253e+000	1.182381e-002
6.030165484085093e-001	2.370214e+000	1.226542e-002
6.323134234085093e-001	2.287110e+000	1.259971e-002
6.616102984085093e-001	2.184646e+000	1.282195e-002
6.909071734085093e-001	2.063688e+000	1.292906e-002
7.202040484085093e-001	1.925261e+000	1.291951e-002
7.495009234085093e-001	1.770536e+000	1.279322e-002
