in s,C2 in V
-6.80379E+00,-1.855E-03
-6.80366E+00,-4.883E-04
-6.80353E+00,3.809E-03
-6.80340E+00,3.418E-03
-6.80326E+00,-2.637E-03
-6.80313E+00,4.883E-04
-6.80300E+00,-6.836E-04
-6.80287E+00,4.004E-03
-6.80274E+00,-9.766E-05
-6.80261E+00,-8.789E-04
-6.80248E+00,8.691E-03
-6.80235E+00,2.246E-03
-6.80222E+00,-1.074E-03
-6.80209E+00,3.809E-03
-6.80195E+00,2.930E-04
-6.80182E+00,9.766E-05
-6.80169E+00,3.027E-03
-6.80156E+00,2.441E-03
-6.80143E+00,-1.074E-03
-6.80130E+00,-1.465E-03
-6.80117E+00,-2.051E-03
-6.80104E+00,9.766E-05
-6.80091E+00,4.883E-04
-6.80077E+00,-4.199E-03
-6.80064E+00,1.074E-03
-6.80051E+00,-6.836E-04
-6.80038E+00,2.246E-03
-6.80025E+00,2.441E-03
-6.80012E+00,9.766E-05
-6.79999E+00,5.371E-03
-6.79986E+00,8.789E-04
-6.79973E+00,-9.766E-05
-6.79960E+00,-2.930E-04
-6.79946E+00,-3.418E-03
-6.79933E+00,1.270E-03
-6.79920E+00,9.766E-05
-6.79907E+00,-2.051E-03
-6.79894E+00,3.418E-03
-6.79881E+00,-2.051E-03
-6.79868E+00,3.613E-03
-6.79855E+00,8.789E-04
-6.79842E+00,-2.832E-03
-6.79829E+00,2.832E-03
-6.79815E+00,1.074E-03
-6.79802E+00,1.855E-03
-6.79789E+00,6.836E-04
-6.79776E+00,-3.418E-03
-6.79763E+00,2.246E-03
-6.79750E+00,1.270E-03
-6.79737E+00,-2.246E-03
-6.79724E+00,-6.836E-04
-6.79711E+00,-4.590E-03
-6.79697E+00,3.223E-03
-6.79684E+00,8.789E-04
-6.79671E+00,-3.613E-03
-6.79658E+00,6.836E-04
-6.79645E+00,1.855E-03
-6.79632E+00,2.246E-03
-6.79619E+00,1.074E-03
-6.79606E+00,9.766E-05
-6.79593E+00,3.418E-03
-6.79580E+00,-4.004E-03
-6.79566E+00,2.930E-04
-6.79553E+00,-1.660E-03
-6.79540E+00,1.660E-03
-6.79527E+00,-8.789E-04
-6.79514E+00,-2.832E-03
-6.79501E+00,4.004E-03
-6.79488E+00,2.441E-03
-6.79475E+00,-1.660E-03
-6.79462E+00,-9.766E-05
-6.79448E+00,-1.855E-03
-6.79435E+00,3.613E-03
-6.79422E+00,9.766E-05
-6.79409E+00,-1.074E-03
-6.79396E+00,2.637E-03
-6.79383E+00,-4.883E-04
-6.79370E+00,-2.246E-03
-6.79357E+00,9.766E-05
-6.79344E+00,-1.074E-03
-6.79331E+00,2.930E-04
-6.79317E+00,-3.613E-03
-6.79304E+00,-2.832E-03
-6.79291E+00,1.465E-03
-6.79278E+00,6.836E-04
-6.79265E+00,-2.441E-03
-6.79252E+00,1.660E-03
-6.79239E+00,-1.660E-03
-6.79226E+00,2.832E-03
-6.79213E+00,1.465E-03
-6.79200E+00,-2.637E-03
-6.79186E+00,1.270E-03
-6.79173E+00,4.883E-04
-6.79160E+00,-1.465E-03
-6.79147E+00,-2.930E-04
-6.79134E+00,-2.930E-04
-6.79121E+00,9.766E-05
-6.79108E+00,1.855E-03
-6.79095E+00,-2.637E-03
-6.79082E+00,3.613E-03
-6.79068E+00,-4.883E-04
-6.79055E+00,-3.027E-03
-6.79042E+00,1.270E-03
-6.79029E+00,-1.074E-03
-6.79016E+00,-3.223E-03
-6.79003E+00,-4.883E-04
-6.78990E+00,-2.051E-03
-6.78977E+00,6.836E-04
-6.78964E+00,-1.270E-03
-6.78951E+00,-2.637E-03
-6.78937E+00,3.613E-03
-6.78924E+00,2.930E-04
-6.78911E+00,-2.051E-03
-6.78898E+00,2.930E-04
-6.78885E+00,-9.766E-05
-6.78872E+00,9.766E-05
-6.78859E+00,4.199E-03
-6.78846E+00,-1.660E-03
-6.78833E+00,2.441E-03
-6.78819E+00,-1.855E-03
-6.78806E+00,-2.441E-03
-6.78793E+00,1.855E-03
-6.78780E+00,-1.855E-03
-6.78767E+00,-4.980E-03
-6.78754E+00,-1.855E-03
-6.78741E+00,-2.930E-04
-6.78728E+00,-1.074E-03
-6.78715E+00,2.930E-04
-6.78702E+00,-2.637E-03
-6.78688E+00,-2.246E-03
-6.78675E+00,8.789E-04
-6.78662E+00,-1.465E-03
-6.78649E+00,-1.660E-03
-6.78636E+00,4.883E-04
-6.78623E+00,-4.395E-03
-6.78610E+00,9.766E-05
-6.78597E+00,1.074E-03
-6.78584E+00,-6.836E-04
-6.78571E+00,2.441E-03
-6.78557E+00,8.789E-04
-6.78544E+00,-4.199E-03
-6.78531E+00,2.832E-03
-6.78518E+00,9.766E-05
-6.78505E+00,-2.441E-03
-6.78492E+00,6.836E-04
-6.78479E+00,-4.883E-04
-6.78466E+00,8.789E-04
-6.78453E+00,-3.223E-03
-6.78439E+00,-1.270E-03
-6.78426E+00,2.246E-03
-6.78413E+00,-3.613E-03
-6.78400E+00,-6.836E-04
-6.78387E+00,-4.004E-03
-6.78374E+00,-2.637E-03
-6.78361E+00,4.004E-03
-6.78348E+00,-1.660E-03
-6.78335E+00,-3.418E-03
-6.78322E+00,2.051E-03
-6.78308E+00,-2.051E-03
-6.78295E+00,-1.855E-03
-6.78282E+00,2.637E-03
-6.78269E+00,-3.418E-03
-6.78256E+00,-2.930E-04
-6.78243E+00,4.199E-03
-6.78230E+00,-3.027E-03
-6.78217E+00,-2.246E-03
-6.78204E+00,1.855E-03
-6.78191E+00,1.074E-03
-6.78177E+00,-2.832E-03
-6.78164E+00,-8.789E-04
-6.78151E+00,-3.027E-03
-6.78138E+00,8.789E-04
-6.78125E+00,-2.051E-03
-6.78112E+00,-1.465E-03
-6.78099E+00,2.051E-03
-6.78086E+00,-4.883E-04
-6.78073E+00,-3.418E-03
-6.78059E+00,-1.855E-03
-6.78046E+00,-3.809E-03
-6.78033E+00,-2.930E-04
-6.78020E+00,-1.270E-03
-6.78007E+00,-5.371E-03
-6.77994E+00,1.074E-03
-6.77981E+00,-2.930E-04
-6.77968E+00,-2.637E-03
-6.77955E+00,1.074E-03
-6.77942E+00,-8.789E-04
-6.77928E+00,-4.004E-03
-6.77915E+00,-9.766E-05
-6.77902E+00,-3.418E-03
-6.77889E+00,1.465E-03
-6.77876E+00,-1.855E-03
-6.77863E+00,-2.051E-03
-6.77850E+00,2.246E-03
-6.77837E+00,-3.223E-03
-6.77824E+00,-4.199E-03
-6.77810E+00,9.766E-05
-6.77797E+00,-3.809E-03
-6.77784E+00,1.074E-03
-6.77771E+00,-2.051E-03
-6.77758E+00,-2.051E-03
-6.77745E+00,2.637E-03
-6.77732E+00,2.246E-03
-6.77719E+00,-6.543E-03
-6.77706E+00,2.246E-03
-6.77693E+00,4.883E-04
-6.77679E+00,-1.465E-03
-6.77666E+00,-2.051E-03
-6.77653E+00,-3.613E-03
-6.77640E+00,-1.465E-03
-6.77627E+00,-4.004E-03
-6.77614E+00,-1.660E-03
-6.77601E+00,9.766E-05
-6.77588E+00,-2.051E-03
-6.77575E+00,-2.832E-03
-6.77562E+00,-8.789E-04
-6.77548E+00,-2.051E-03
-6.77535E+00,-1.660E-03
-6.77522E+00,8.789E-04
-6.77509E+00,1.270E-03
-6.77496E+00,-3.418E-03
-6.77483E+00,1.855E-03
-6.77470E+00,-1.855E-03
-6.77457E+00,-2.441E-03
-6.77444E+00,2.930E-04
-6.77430E+00,-6.836E-04
-6.77417E+00,-4.980E-03
-6.77404E+00,-1.270E-03
-6.77391E+00,-3.613E-03
-6.77378E+00,-4.883E-04
-6.77365E+00,-2.246E-03
-6.77352E+00,2.930E-04
-6.77339E+00,2.246E-03
-6.77326E+00,-3.223E-03
-6.77313E+00,-2.441E-03
-6.77299E+00,1.855E-03
-6.77286E+00,-1.855E-03
-6.77273E+00,-2.832E-03
-6.77260E+00,1.074E-03
-6.77247E+00,-6.836E-04
-6.77234E+00,-2.832E-03
-6.77221E+00,3.027E-03
-6.77208E+00,-3.418E-03
-6.77195E+00,-3.223E-03
-6.77181E+00,2.051E-03
-6.77168E+00,-2.832E-03
-6.77155E+00,-3.223E-03
-6.77142E+00,-6.836E-04
-6.77129E+00,-2.832E-03
-6.77116E+00,-3.418E-03
-6.77103E+00,-8.789E-04
-6.77090E+00,-2.051E-03
-6.77077E+00,-1.465E-03
-6.77064E+00,-1.270E-03
-6.77050E+00,-4.980E-03
-6.77037E+00,-9.766E-05
-6.77024E+00,-4.004E-03
-6.77011E+00,-4.004E-03
-6.76998E+00,-1.465E-03
-6.76985E+00,-2.832E-03
-6.76972E+00,-3.418E-03
-6.76959E+00,1.270E-03
-6.76946E+00,-6.836E-04
-6.76933E+00,-1.270E-03
-6.76919E+00,2.930E-04
-6.76906E+00,-2.051E-03
-6.76893E+00,-2.441E-03
-6.76880E+00,-4.883E-04
-6.76867E+00,-6.836E-04
-6.76854E+00,6.836E-04
-6.76841E+00,4.883E-04
-6.76828E+00,1.074E-03
-6.76815E+00,-6.543E-03
-6.76801E+00,9.766E-05
-6.76788E+00,-9.766E-05
-6.76775E+00,-6.348E-03
-6.76762E+00,-8.789E-04
-6.76749E+00,-2.637E-03
-6.76736E+00,-4.199E-03
-6.76723E+00,-8.789E-04
-6.76710E+00,-3.223E-03
-6.76697E+00,-3.418E-03
-6.76684E+00,-2.930E-04
-6.76670E+00,-2.441E-03
-6.76657E+00,-4.980E-03
-6.76644E+00,2.832E-03
-6.76631E+00,-3.613E-03
-6.76618E+00,-3.418E-03
-6.76605E+00,8.789E-04
-6.76592E+00,-1.465E-03
-6.76579E+00,-2.441E-03
-6.76566E+00,1.270E-03
-6.76553E+00,-5.957E-03
-6.76539E+00,-3.809E-03
-6.76526E+00,-6.836E-04
-6.76513E+00,-4.199E-03
-6.76500E+00,-2.441E-03
-6.76487E+00,-4.980E-03
-6.76474E+00,-3.223E-03
-6.76461E+00,-2.051E-03
-6.76448E+00,-3.809E-03
-6.76435E+00,9.766E-05
-6.76421E+00,-1.660E-03
-6.76408E+00,-3.613E-03
-6.76395E+00,1.660E-03
-6.76382E+00,9.766E-05
-6.76369E+00,-4.004E-03
-6.76356E+00,6.836E-04
-6.76343E+00,3.613E-03
-6.76330E+00,4.883E-04
-6.76317E+00,2.930E-04
-6.76304E+00,-3.027E-03
-6.76290E+00,-4.980E-03
-6.76277E+00,9.766E-05
-6.76264E+00,-2.246E-03
-6.76251E+00,-4.199E-03
-6.76238E+00,-9.766E-05
-6.76225E+00,-4.980E-03
-6.76212E+00,-2.051E-03
-6.76199E+00,4.883E-04
-6.76186E+00,-1.465E-03
-6.76172E+00,-2.832E-03
-6.76159E+00,1.074E-03
-6.76146E+00,-4.980E-03
-6.76133E+00,-3.027E-03
-6.76120E+00,-2.051E-03
-6.76107E+00,-3.809E-03
-6.76094E+00,-4.199E-03
-6.76081E+00,-3.418E-03
-6.76068E+00,9.766E-05
-6.76055E+00,-4.199E-03
-6.76041E+00,-2.051E-03
-6.76028E+00,4.883E-04
-6.76015E+00,-3.418E-03
-6.76002E+00,-2.051E-03
-6.75989E+00,-2.051E-03
-6.75976E+00,-5.371E-03
-6.75963E+00,1.270E-03
-6.75950E+00,-5.957E-03
-6.75937E+00,-3.418E-03
-6.75924E+00,1.074E-03
-6.75910E+00,-4.004E-03
-6.75897E+00,-3.418E-03
-6.75884E+00,8.789E-04
-6.75871E+00,-2.051E-03
-6.75858E+00,-6.543E-03
-6.75845E+00,-1.270E-03
-6.75832E+00,-2.637E-03
-6.75819E+00,-1.660E-03
-6.75806E+00,-2.637E-03
-6.75792E+00,-2.051E-03
-6.75779E+00,6.836E-04
-6.75766E+00,-3.027E-03
-6.75753E+00,-3.027E-03
-6.75740E+00,-2.832E-03
-6.75727E+00,-5.176E-03
-6.75714E+00,-2.637E-03
-6.75701E+00,-3.223E-03
-6.75688E+00,-4.785E-03
-6.75675E+00,2.832E-03
-6.75661E+00,-3.027E-03
-6.75648E+00,-4.395E-03
-6.75635E+00,-9.766E-05
-6.75622E+00,-2.051E-03
-6.75609E+00,-4.785E-03
-6.75596E+00,-2.246E-03
-6.75583E+00,-2.051E-03
-6.75570E+00,-5.566E-03
-6.75557E+00,-1.465E-03
-6.75543E+00,-4.395E-03
-6.75530E+00,-6.836E-04
-6.75517E+00,-4.395E-03
-6.75504E+00,-2.637E-03
-6.75491E+00,2.441E-03
-6.75478E+00,-4.004E-03
-6.75465E+00,-6.543E-03
-6.75452E+00,-4.004E-03
-6.75439E+00,-4.785E-03
-6.75426E+00,-4.980E-03
-6.75412E+00,-1.465E-03
-6.75399E+00,-3.613E-03
-6.75386E+00,-5.566E-03
-6.75373E+00,-9.863E-03
-6.75360E+00,-4.199E-03
-6.75347E+00,-3.223E-03
-6.75334E+00,-3.027E-03
-6.75321E+00,-4.980E-03
-6.75308E+00,1.465E-03
-6.75295E+00,-4.980E-03
-6.75281E+00,-4.980E-03
-6.75268E+00,-4.883E-04
-6.75255E+00,-3.613E-03
-6.75242E+00,-4.785E-03
-6.75229E+00,8.789E-04
-6.75216E+00,-2.637E-03
-6.75203E+00,-5.762E-03
-6.75190E+00,2.930E-04
-6.75177E+00,-3.418E-03
-6.75163E+00,-6.152E-03
-6.75150E+00,-2.051E-03
-6.75137E+00,-6.152E-03
-6.75124E+00,-2.930E-04
-6.75111E+00,-4.980E-03
-6.75098E+00,-3.027E-03
-6.75085E+00,2.930E-04
-6.75072E+00,9.766E-05
-6.75059E+00,-3.613E-03
-6.75046E+00,-3.613E-03
-6.75032E+00,-6.152E-03
-6.75019E+00,-1.270E-03
-6.75006E+00,-2.637E-03
-6.74993E+00,-3.613E-03
-6.74980E+00,-6.836E-04
-6.74967E+00,-2.637E-03
-6.74954E+00,-5.566E-03
-6.74941E+00,-2.637E-03
-6.74928E+00,-5.762E-03
-6.74915E+00,2.246E-03
-6.74901E+00,-3.027E-03
-6.74888E+00,-3.613E-03
-6.74875E+00,-1.660E-03
-6.74862E+00,-2.832E-03
-6.74849E+00,-4.980E-03
